Hash,State,County,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable
Texas Willa,Texas,Willacy County,119,21945,0.991596639,0.008403361,0,17.9,0,0.891372329
Texas Willi,Texas,Williamson County,982,490620,0.99694501,0.00305499,0,117.6,37.5,0.891372329
Texas Wilso,Texas,Wilson County,135,46445,1,0,0,0.4,0,0.891372329
Texas Winkl,Texas,Winkler County,1,7725,1,0,0,27.2,0,0.891372329
Texas Yoaku,Texas,Yoakum County,,8315,,,0,,,0.891372329
Texas Young,Texas,Young County,111,18275,0.990990991,0.009009009,0,,,0.891372329
Texas Zapat,Texas,Zapata County,37,14335,1,0,0,,,0.891372329
Texas Zaval,Texas,Zavala County,72,12105,1,0,0,,,0.891372329
Utah Beave,Utah,Beaver County,53,6435,0.981132075,0.018867925,0,34.5,0,0.783681005
Utah Box E,Utah,Box Elder County,183,51530,0.956284153,0.043715847,0,172.6,0,0.783681005
Utah Cache,Utah,Cache County,91,118825,0.967032967,0.032967033,0,60,0,0.783681005
Utah Carbo,Utah,Carbon County,73,20735,0.98630137,0.01369863,0,92.3,33.7,0.783681005
Utah Dagge,Utah,Daggett County,12,750,1,0,0,,,0.783681005
Utah Davis,Utah,Davis County,120,329290,0.991666667,0.008333333,0,57.5,25.9,0.783681005
Utah Duche,Utah,Duchesne County,86,20080,0.906976744,0.093023256,0,,,0.783681005
Utah Emery,Utah,Emery County,126,10570,0.992063492,0.007936508,0,59.8,54.9,0.783681005
Utah Garfi,Utah,Garfield County,92,5020,0.97826087,0.02173913,0,,,0.783681005
Utah Grand,Utah,Grand County,121,9430,1,0,1,103.7,65.9,0.783681005
Utah Milla,Utah,Millard County,72,12605,1,0,0,101,0,0.783681005
Utah Morga,Utah,Morgan County,57,10645,0.98245614,0.01754386,0,21,0,0.783681005
Utah Piute,Utah,Piute County,18,1860,1,0,0,,,0.783681005
Utah Salt ,Utah,Salt Lake County,623,1092520,0.980738363,0.019261637,1,134.6,68.1,0.783681005
Utah San J,Utah,San Juan County,52,15540,0.961538462,0.038461538,0,,,0.783681005
Utah Sanpe,Utah,Sanpete County,53,28550,1,0,0,,,0.783681005
Utah Sevie,Utah,Sevier County,160,20915,0.99375,0.00625,0,,,0.783681005
Utah Summi,Utah,Summit County,141,39010,0.978723404,0.021276596,0,50.6,0,0.783681005
Utah Tooel,Utah,Tooele County,33,61985,1,0,0,190.1,103.9,0.783681005
Utah Uinta,Utah,Uintah County,91,36310,0.967032967,0.032967033,1,13,0,0.783681005
Utah Wasat,Utah,Wasatch County,26,27895,1,0,0,17.5,17.5,0.783681005
Utah Washi,Utah,Washington County,177,151960,0.966101695,0.033898305,1,,,0.783681005
Utah Wayne,Utah,Wayne County,29,2715,0.965517241,0.034482759,0,,,0.783681005
Utah Weber,Utah,Weber County,129,241330,0.96124031,0.03875969,1,79,6.5,0.783681005
Vermont Addis,Vermont,Addison County,137,36925,0.95620438,0.04379562,0,32.6,32.6,0.821290173
Vermont Benni,Vermont,Bennington County,215,36505,0.995348837,0.004651163,0,40.3,0,0.821290173
Vermont Caled,Vermont,Caledonia County,241,30860,0.991701245,0.008298755,0,43.8,0,0.821290173
Vermont Chitt,Vermont,Chittenden County,178,160510,0.983146067,0.016853933,1,55.5,46.5,0.821290173
Vermont Essex,Vermont,Essex County,62,6175,0.983870968,0.016129032,0,27.7,0,0.821290173
Vermont Frank,Vermont,Franklin County,139,48625,0.978417266,0.021582734,0,32.2,10.7,0.821290173
Vermont Grand,Vermont,Grand Isle County,8,6945,0.875,0.125,0,3.4,0,0.821290173
Vermont Lamoi,Vermont,Lamoille County,122,25135,0.967213115,0.032786885,0,,,0.821290173
Vermont Orang,Vermont,Orange County,196,28895,0.989795918,0.010204082,0,40.2,10.5,0.821290173
Vermont Orlea,Vermont,Orleans County,179,27075,0.955307263,0.044692737,0,37.8,0,0.821290173
Vermont Rutla,Vermont,Rutland County,258,60135,0.980620155,0.019379845,1,80.3,58.2,0.821290173
Vermont Washi,Vermont,Washington County,245,58965,0.955102041,0.044897959,0,44.4,34.1,0.821290173
Vermont Windh,Vermont,Windham County,330,43610,0.978787879,0.021212121,0,44.9,44.7,0.821290173
Vermont Winds,Vermont,Windsor County,468,55895,0.974358974,0.025641026,0,76.3,64.7,0.821290173
Virginia Accom,Virginia,Accomack County,31,33060,0.870967742,0.129032258,0,35.6,0,0.884284057
Virginia Albem,Virginia,Albemarle County,261,104285,0.9348659,0.0651341,1,77.3,65.5,0.884284057
Virginia Alleg,Virginia,Alleghany County,191,15920,0.937172775,0.062827225,0,36.3,33.6,0.884284057
Virginia Ameli,Virginia,Amelia County,53,12795,0.886792453,0.113207547,0,19.1,0,0.884284057
Virginia Amher,Virginia,Amherst County,170,32000,0.964705882,0.035294118,0,40.1,19.3,0.884284057
Virginia Appom,Virginia,Appomattox County,74,15315,0.986486486,0.013513514,0,20.4,0,0.884284057
Virginia Arlin,Virginia,Arlington County,172,226090,0.970930233,0.029069767,1,2.3,2.3,0.884284057
Virginia Augus,Virginia,Augusta County,353,74330,0.957507082,0.042492918,1,74,33.5,0.884284057
Virginia Bedfo,Virginia,Bedford County,196,76935,0.887755102,0.112244898,0,84.7,31.8,0.884284057
Virginia Bland,Virginia,Bland County,122,6610,0.967213115,0.032786885,,,,0.884284057
Virginia Botet,Virginia,Botetourt County,199,33190,0.974874372,0.025125628,0,88.5,5.7,0.884284057
Virginia Bruns,Virginia,Brunswick County,149,16575,0.926174497,0.073825503,0,,,0.884284057
Virginia Bucha,Virginia,Buchanan County,284,23160,0.957746479,0.042253521,0,83.8,0,0.884284057
Virginia Bucki,Virginia,Buckingham County,71,17030,0.957746479,0.042253521,0,16.5,0,0.884284057
Virginia Campb,Virginia,Campbell County,144,55060,0.958333333,0.041666667,1,98.9,18.7,0.884284057
Virginia Carol,Virginia,Caroline County,102,29640,0.921568627,0.078431373,0,25.1,25.1,0.884284057
Virginia Carro,Virginia,Carroll County,159,29735,0.981132075,0.018867925,0,,,0.884284057
Virginia Chest,Virginia,Chesterfield County,279,331840,0.960573477,0.039426523,0,54.9,16.8,0.884284057
Virginia Clark,Virginia,Clarke County,37,14305,1,0,0,19.8,0,0.884284057
Virginia Craig,Virginia,Craig County,59,5195,0.93220339,0.06779661,0,,,0.884284057
Virginia Culpe,Virginia,Culpeper County,97,48950,0.979381443,0.020618557,0,23.2,23.2,0.884284057
Virginia Cumbe,Virginia,Cumberland County,39,9770,0.948717949,0.051282051,0,,,0.884284057
Virginia Dicke,Virginia,Dickenson County,76,15305,0.973684211,0.026315789,0,54.7,0,0.884284057
Virginia Dinwi,Virginia,Dinwiddie County,139,28155,0.942446043,0.057553957,0,40.2,9.8,0.884284057
Virginia Essex,Virginia,Essex County,33,11130,0.909090909,0.090909091,0,,,0.884284057
Virginia Fauqu,Virginia,Fauquier County,228,68025,0.964912281,0.035087719,0,48.3,15.1,0.884284057
Virginia Floyd,Virginia,Floyd County,117,15585,0.982905983,0.017094017,0,,,0.884284057
Virginia Fluva,Virginia,Fluvanna County,54,26045,0.962962963,0.037037037,,24.3,0,0.884284057
Virginia Giles,Virginia,Giles County,96,16870,0.96875,0.03125,0,54,0,0.884284057
Virginia Glouc,Virginia,Gloucester County,21,37020,0.952380952,0.047619048,0,,,0.884284057
Virginia Gooch,Virginia,Goochland County,87,21980,1,0,0,43.4,0,0.884284057
Virginia Grays,Virginia,Grayson County,147,15180,0.965986395,0.034013605,0,,,0.884284057
Virginia Halif,Virginia,Halifax County,161,35305,0.962732919,0.037267081,0,57.3,0,0.884284057
Virginia Hanov,Virginia,Hanover County,159,102200,0.937106918,0.062893082,0,51.9,13.4,0.884284057
Virginia Henri,Virginia,Henrico County,281,321920,0.960854093,0.039145907,1,44.5,22.6,0.884284057
Virginia Henry,Virginia,Henry County,134,52210,0.992537313,0.007462687,0,26.5,0,0.884284057
Virginia Highl,Virginia,Highland County,53,2230,0.924528302,0.075471698,0,,,0.884284057
Virginia Isle ,Virginia,Isle of Wight County,86,36025,0.906976744,0.093023256,0,22.2,9.2,0.884284057
Virginia James,Virginia,James City County,69,71900,0.985507246,0.014492754,0,18.1,16.7,0.884284057
Virginia Lanca,Virginia,Lancaster County,8,11055,1,0,0,,,0.884284057
Virginia Loudo,Virginia,Loudoun County,404,362435,0.982673267,0.017326733,1,,,0.884284057
Virginia Louis,Virginia,Louisa County,93,34350,0.967741935,0.032258065,0,41.1,2.4,0.884284057
Virginia Lunen,Virginia,Lunenburg County,89,12450,0.921348315,0.078651685,0,5.9,0,0.884284057
Virginia Madis,Virginia,Madison County,79,13120,0.987341772,0.012658228,0,,,0.884284057
Virginia Mathe,Virginia,Mathews County,6,8850,0.666666667,0.333333333,0,,,0.884284057
Virginia Meckl,Virginia,Mecklenburg County,160,31210,0.925,0.075,0,24.3,0,0.884284057
Virginia Middl,Virginia,Middlesex County,9,10730,0.777777778,0.222222222,0,,,0.884284057
Virginia Montg,Virginia,Montgomery County,195,97225,0.948717949,0.051282051,0,68.5,0,0.884284057
Virginia Nelso,Virginia,Nelson County,134,14830,0.955223881,0.044776119,0,50.6,21.5,0.884284057
Virginia New K,Virginia,New Kent County,59,20050,0.898305085,0.101694915,0,24.8,13.1,0.884284057
Virginia Notto,Virginia,Nottoway County,65,15640,0.876923077,0.123076923,0,34.5,0,0.884284057
Virginia Orang,Virginia,Orange County,70,34875,0.971428571,0.028571429,0,29.9,29,0.884284057
Virginia Patri,Virginia,Patrick County,147,18180,0.979591837,0.020408163,0,,,0.884284057
Virginia Pitts,Virginia,Pittsylvania County,264,62390,0.935606061,0.064393939,0,58.3,37.8,0.884284057
Virginia Powha,Virginia,Powhatan County,36,28285,0.916666667,0.083333333,0,6.2,0,0.884284057
Virginia Pulas,Virginia,Pulaski County,105,34415,0.961904762,0.038095238,0,27.3,0,0.884284057
Virginia Rappa,Virginia,Rappahannock County,87,7415,0.942528736,0.057471264,,,,0.884284057
Virginia Rockb,Virginia,Rockbridge County,254,22450,0.956692913,0.043307087,0,57.3,8.5,0.884284057
Virginia Rocki,Virginia,Rockingham County,293,78425,0.941979522,0.058020478,0,62.7,0,0.884284057
Virginia Russe,Virginia,Russell County,136,27975,0.948529412,0.051470588,0,52.3,0,0.884284057
Virginia Scott,Virginia,Scott County,138,22380,0.905797101,0.094202899,0,66.6,0,0.884284057
Virginia Shena,Virginia,Shenandoah County,214,42855,0.976635514,0.023364486,0,33.4,0,0.884284057
Virginia Smyth,Virginia,Smyth County,190,31515,0.952631579,0.047368421,0,23.8,0,0.884284057
Virginia South,Virginia,Southampton County,135,18290,0.933333333,0.066666667,0,32.3,8.3,0.884284057
Virginia Spots,Virginia,Spotsylvania County,99,129180,0.95959596,0.04040404,0,8.6,8.6,0.884284057
Virginia Staff,Virginia,Stafford County,104,139550,0.903846154,0.096153846,0,26.4,17.9,0.884284057
Virginia Surry,Virginia,Surry County,28,6730,0.964285714,0.035714286,0,,,0.884284057
Virginia Susse,Virginia,Sussex County,106,11735,0.990566038,0.009433962,0,33.5,33.5,0.884284057
Virginia Tazew,Virginia,Tazewell County,208,43365,0.884615385,0.115384615,0,70.8,0,0.884284057
Virginia Warre,Virginia,Warren County,85,38805,0.988235294,0.011764706,0,41.3,0,0.884284057
Virginia Washi,Virginia,Washington County,166,54560,0.957831325,0.042168675,0,28.1,0,0.884284057
Virginia Westm,Virginia,Westmoreland County,22,17530,1,0,0,,,0.884284057
Virginia Wythe,Virginia,Wythe County,184,29170,0.945652174,0.054347826,0,29.3,0,0.884284057
Washington Adams,Washington,Adams County,192,19100,0.911458333,0.088541667,0,126.9,57.4,0.710608062
Washington Asoti,Washington,Asotin County,27,22115,0.962962963,0.037037037,0,,,0.710608062
Washington Bento,Washington,Benton County,168,187520,0.970238095,0.029761905,0,158.8,64.9,0.710608062
Washington Chela,Washington,Chelan County,140,74760,0.957142857,0.042857143,0,112.4,63.7,0.710608062
Washington Clall,Washington,Clallam County,144,72970,0.9375,0.0625,0,,,0.710608062
Washington Clark,Washington,Clark County,212,450895,0.985849057,0.014150943,0,76,54.9,0.710608062
Washington Colum,Washington,Columbia County,87,3970,0.931034483,0.068965517,0,10.7,0,0.710608062
Washington Cowli,Washington,Cowlitz County,158,102855,0.949367089,0.050632911,0,83.6,40.1,0.710608062
Washington Dougl,Washington,Douglas County,42,40100,0.976190476,0.023809524,1,15.3,15.3,0.710608062
Washington Ferry,Washington,Ferry County,50,7640,0.92,0.08,0,54.1,0,0.710608062
Washington Frank,Washington,Franklin County,136,87810,0.955882353,0.044117647,1,65.5,43.8,0.710608062
Washington Garfi,Washington,Garfield County,54,2230,0.907407407,0.092592593,0,,,0.710608062
Washington Grant,Washington,Grant County,307,92530,0.996742671,0.003257329,0,125.1,58.1,0.710608062
Washington Grays,Washington,Grays Harbor County,339,71235,0.943952802,0.056047198,0,59.2,0,0.710608062
Washington Islan,Washington,Island County,7,80115,1,0,0,,,0.710608062
Washington Jeffe,Washington,Jefferson County,92,30335,0.967391304,0.032608696,0,,,0.710608062
Washington Kitsa,Washington,Kitsap County,118,257490,0.983050847,0.016949153,0,24.6,0,0.710608062
Washington Kitti,Washington,Kittitas County,298,42785,0.926174497,0.073825503,0,72.5,0,0.710608062
Washington Klick,Washington,Klickitat County,97,20930,0.927835052,0.072164948,0,93.5,92.4,0.710608062
Washington Lewis,Washington,Lewis County,402,75725,0.967661692,0.032338308,0,76.1,45,0.710608062
Washington Linco,Washington,Lincoln County,177,10325,0.926553672,0.073446328,0,154.9,81.6,0.710608062
Washington Mason,Washington,Mason County,127,61060,0.984251969,0.015748031,0,53.9,0,0.710608062
Washington Okano,Washington,Okanogan County,150,41300,0.906666667,0.093333333,0,85.5,0,0.710608062
Washington Pacif,Washington,Pacific County,116,20745,0.974137931,0.025862069,0,,,0.710608062
Washington Pend ,Washington,Pend Oreille County,66,13000,0.833333333,0.166666667,0,62.1,0,0.710608062
Washington Pierc,Washington,Pierce County,468,832895,0.955128205,0.044871795,0,178.3,64.1,0.710608062
Washington San J,Washington,San Juan County,13,16055,1,0,0,,,0.710608062
Washington Skagi,Washington,Skagit County,245,120475,0.959183673,0.040816327,0,56.3,26.8,0.710608062
Washington Skama,Washington,Skamania County,123,11315,0.918699187,0.081300813,0,40.6,40.6,0.710608062
Washington Snoho,Washington,Snohomish County,487,758650,0.973305955,0.026694045,0,113.6,89.4,0.710608062
Washington Spoka,Washington,Spokane County,306,485860,0.918300654,0.081699346,1,254.3,85.3,0.710608062
Washington Steve,Washington,Stevens County,70,43745,0.828571429,0.171428571,0,116.2,0,0.710608062
Washington Thurs,Washington,Thurston County,196,266310,0.989795918,0.010204082,0,88.5,25.2,0.710608062
Washington Wahki,Washington,Wahkiakum County,36,4050,0.972222222,0.027777778,0,,,0.710608062
Washington Walla,Washington,Walla Walla County,186,59810,0.951612903,0.048387097,1,151.1,0,0.710608062
Washington Whatc,Washington,Whatcom County,353,209730,0.949008499,0.050991501,1,88.7,35.6,0.710608062
Washington Whitm,Washington,Whitman County,346,47495,0.962427746,0.037572254,1,244.9,0,0.710608062
Washington Yakim,Washington,Yakima County,550,247680,0.954545455,0.045454545,1,115.4,0,0.710608062
West Virginia Barbo,West Virginia,Barbour County,91,16890,0.769230769,0.230769231,0,44.7,17.6,0.694866631
West Virginia Berke,West Virginia,Berkeley County,118,110175,0.898305085,0.101694915,0,63.2,18.9,0.694866631
West Virginia Boone,West Virginia,Boone County,132,23645,0.818181818,0.181818182,,115.3,0,0.694866631
West Virginia Braxt,West Virginia,Braxton County,149,14465,0.77852349,0.22147651,0,30.3,0,0.694866631
West Virginia Brook,West Virginia,Brooke County,55,23475,0.872727273,0.127272727,0,15.4,0,0.694866631
West Virginia Cabel,West Virginia,Cabell County,202,96625,0.806930693,0.193069307,0,67.4,26.6,0.694866631
West Virginia Calho,West Virginia,Calhoun County,50,7480,0.78,0.22,,,,0.694866631
West Virginia Doddr,West Virginia,Doddridge County,98,8365,0.775510204,0.224489796,0,,,0.694866631
West Virginia Fayet,West Virginia,Fayette County,213,45190,0.812206573,0.187793427,0,165.5,67.9,0.694866631
West Virginia Gilme,West Virginia,Gilmer County,108,8495,0.805555556,0.194444444,,,,0.694866631
West Virginia Grant,West Virginia,Grant County,96,11770,0.90625,0.09375,0,24.8,0,0.694866631
West Virginia Green,West Virginia,Greenbrier County,205,35580,0.858536585,0.141463415,1,61.1,26.6,0.694866631
West Virginia Hamps,West Virginia,Hampshire County,90,23455,0.933333333,0.066666667,0,39.9,10.7,0.694866631
West Virginia Hanco,West Virginia,Hancock County,29,30025,0.75862069,0.24137931,0,19,0,0.694866631
West Virginia Hardy,West Virginia,Hardy County,131,13940,0.954198473,0.045801527,,20.2,0,0.694866631
West Virginia Harri,West Virginia,Harrison County,255,68775,0.741176471,0.258823529,1,39.6,0,0.694866631
West Virginia Jacks,West Virginia,Jackson County,190,29200,0.815789474,0.184210526,0,28.8,0,0.694866631
West Virginia Jeffe,West Virginia,Jefferson County,45,55530,0.911111111,0.088888889,0,51.5,12.3,0.694866631
West Virginia Kanaw,West Virginia,Kanawha County,557,189635,0.858168761,0.141831239,1,123,40.5,0.694866631
West Virginia Lewis,West Virginia,Lewis County,160,16420,0.75625,0.24375,0,14.6,0,0.694866631
West Virginia Linco,West Virginia,Lincoln County,116,21480,0.74137931,0.25862069,0,42.4,0,0.694866631
West Virginia Logan,West Virginia,Logan County,234,35165,0.794871795,0.205128205,0,86.5,0,0.694866631
West Virginia McDow,West Virginia,McDowell County,221,20275,0.660633484,0.339366516,0,114.2,0,0.694866631
West Virginia Mario,West Virginia,Marion County,191,56715,0.790575916,0.209424084,0,37.3,0,0.694866631
West Virginia Marsh,West Virginia,Marshall County,85,32295,0.705882353,0.294117647,0,29.6,0,0.694866631
West Virginia Mason,West Virginia,Mason County,131,27060,0.778625954,0.221374046,0,74.3,0,0.694866631
West Virginia Merce,West Virginia,Mercer County,174,61475,0.712643678,0.287356322,0,65.3,0,0.694866631
West Virginia Miner,West Virginia,Mineral County,63,27605,0.920634921,0.079365079,0,30.2,7.5,0.694866631
West Virginia Mingo,West Virginia,Mingo County,166,25550,0.831325301,0.168674699,0,121.1,0,0.694866631
West Virginia Monon,West Virginia,Monongalia County,204,102825,0.818627451,0.181372549,1,37.8,2.1,0.694866631
West Virginia Monro,West Virginia,Monroe County,63,13495,0.80952381,0.19047619,0,3.5,3.5,0.694866631
West Virginia Morga,West Virginia,Morgan County,55,17515,0.763636364,0.236363636,0,41.4,36.2,0.694866631
West Virginia Nicho,West Virginia,Nicholas County,95,25745,0.863157895,0.136842105,0,39.2,0,0.694866631
West Virginia Pendl,West Virginia,Pendleton County,112,7290,0.794642857,0.205357143,,,,0.694866631
West Virginia Pleas,West Virginia,Pleasants County,25,7610,0.84,0.16,0,17.4,0,0.694866631
West Virginia Pocah,West Virginia,Pocahontas County,100,8620,0.75,0.25,0,22.5,22.5,0.694866631
West Virginia Prest,West Virginia,Preston County,179,33795,0.787709497,0.212290503,0,32,0,0.694866631
West Virginia Putna,West Virginia,Putnam County,128,56745,0.796875,0.203125,0,43.1,12.7,0.694866631
West Virginia Ralei,West Virginia,Raleigh County,218,78050,0.78440367,0.21559633,0,85.9,0,0.694866631
West Virginia Rando,West Virginia,Randolph County,191,29285,0.806282723,0.193717277,0,23.3,10.7,0.694866631
West Virginia Ritch,West Virginia,Ritchie County,127,10045,0.732283465,0.267716535,,,,0.694866631
West Virginia Roane,West Virginia,Roane County,130,14515,0.715384615,0.284615385,0,,,0.694866631
West Virginia Summe,West Virginia,Summers County,66,13325,0.848484848,0.151515152,0,43.7,36,0.694866631
West Virginia Taylo,West Virginia,Taylor County,65,16950,0.892307692,0.107692308,0,39.1,0,0.694866631
West Virginia Tucke,West Virginia,Tucker County,65,6920,0.861538462,0.138461538,0,,,0.694866631
West Virginia Tyler,West Virginia,Tyler County,71,9000,0.845070423,0.154929577,,13.8,0,0.694866631
West Virginia Upshu,West Virginia,Upshur County,99,24630,0.828282828,0.171717172,0,48.2,0,0.694866631
West Virginia Wayne,West Virginia,Wayne County,162,41235,0.839506173,0.160493827,1,101.6,5.7,0.694866631
West Virginia Webst,West Virginia,Webster County,76,8820,0.802631579,0.197368421,,18,0,0.694866631
West Virginia Wetze,West Virginia,Wetzel County,106,15995,0.716981132,0.283018868,0,47.9,0,0.694866631
West Virginia Wyomi,West Virginia,Wyoming County,156,22535,0.705128205,0.294871795,0,100.3,0,0.694866631
Wisconsin Adams,Wisconsin,Adams County,41,20295,0.975609756,0.024390244,0,23.8,0,0.833592818
Wisconsin Ashla,Wisconsin,Ashland County,83,15935,0.963855422,0.036144578,0,68.7,0,0.833592818
Wisconsin Barro,Wisconsin,Barron County,317,45550,0.943217666,0.056782334,0,39,0,0.833592818
Wisconsin Bayfi,Wisconsin,Bayfield County,95,14985,0.821052632,0.178947368,0,,,0.833592818
Wisconsin Brown,Wisconsin,Brown County,449,256620,0.944320713,0.055679287,1,73.6,0,0.833592818
Wisconsin Buffa,Wisconsin,Buffalo County,242,13255,0.917355372,0.082644628,0,44.2,0,0.833592818
Wisconsin Burne,Wisconsin,Burnett County,66,15260,0.96969697,0.03030303,0,,,0.833592818
Wisconsin Calum,Wisconsin,Calumet County,61,49655,0.967213115,0.032786885,0,38.3,0,0.833592818
Wisconsin Chipp,Wisconsin,Chippewa County,363,63355,0.925619835,0.074380165,1,70.4,0,0.833592818
Wisconsin Clark,Wisconsin,Clark County,294,34485,0.850340136,0.149659864,0,63.6,0,0.833592818
